playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2539202","null","Chris Gragg","TE","BUF","TE","BUF","-107.7477","5.4108","null","null","1192","100","null","null","0.2526","160.49","1031.51","0","11.8045","0","5.9324","null",
"2539245","null","Arthur Brown","LB","FA","LB","FA","-107.84","8.6417","null","null","1193","207","null","null","0.1917","null","null","0","13.9206","1.4","null","null",
"2552494","null","Eli Harold","LB","SF","LB","SF","-107.8816","8.6","null","null","1194","208","null","null","0.375","170","1024","0","8.6","8.6","null","null",
"2532926","null","Isaiah Pead","RB","MIA","RB","MIA","-107.8873","23.2515","null","null","1195","94","null","null","1.596","160.495","1034.505","0","48.3531","0","6.8001","null",
"497242","null","Clay Harbor","TE","NE","TE","NE","-107.9378","5.2207","null","null","1196","101","null","null","0.2879","160.48","1035.52","0.5","11.1311","0","4.5197","null",
"2507828","null","Logan Paulsen","TE","FA","TE","FA","-108.0628","5.0956","null","null","1197","102","null","null","0.4805","150.99","1046.01","null","5.2591","4.76","2.9874","null",
"2552696","null","James Sample","DB","JAC","DB","JAC","-108.0688","16.3","null","null","1198","217","null","null","0.45","170","1028","0","16.3","16.3","null","null",
"2540141","null","Bjoern Werner","LB","FA","LB","FA","-108.1816","8.3","null","null","1199","209","null","null","0.2034","null","null","null","8.3","8.3","null","null",
"2555340","null","Kyler Fackrell","LB","GB","LB","GB","-108.3316","8.15","null","null","1200","210","null","null","0.147","null","null","0","8.15","8.15","null","null",
"2556478","null","Ben Braunecker","TE","FA","TE","FA","-108.3885","4.77","null","null","1201","103","null","null","0.4619","150.99","1050.01","0.5","3.9007","0","3.4761","null",
"2550279","null","Dion Bailey","DB","NYJ","DB","NYJ","-108.4188","15.95","null","null","1202","218","null","null","0.25","170","1032","0.5","15.95","15.95","null","null",
"2552318","null","Paul Dawson","LB","CIN","LB","CIN","-108.4384","8.0432","null","null","1203","211","null","null","0.1118","null","null","0","8.9411","6.2","null","null",
"2550738","null","Fitzgerald Toussaint","RB","PIT","RB","PIT","-108.5164","22.6223","null","316","1204","95","null","null","2.098","160.455","1043.545","0.3333","27.8501","11.4","5.2324","null",
"2508126","null","Chris Carter","LB","BAL","LB","BAL","-108.5188","7.9628","null","null","1205","212","null","null","0.0801","170","1035","0","11.4711","3.15","null","null",
"2495262","null","Nick Bellore","LB","SF","LB","SF","-108.5816","7.9","null","null","1206","213","null","null","0.2423","null","null","null","7.9","7.9","null","null",
"2555168","null","Kentrell Brothers","LB","MIN","LB","MIN","-108.6162","7.8655","null","null","1207","214","null","null","0.5655","170","1037","0","8.482","6.6","null","null",
"2553456","null","Akeem King","DB","ATL","DB","ATL","-108.6188","15.75","null","null","1208","219","null","null","0.1625","170","1038","0","15.75","15.75","null","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","-108.6982","4.4603","null","null","1209","104","null","null","0.3341","160.495","1048.505","0.5","5.4127","1.2","3.6045","null",
"2541243","null","Duron Harmon","DB","NE","DB","NE","-108.7188","15.65","null","null","1210","220","null","null","0.299","null","null","null","15.65","15.65","null","null",
"2550551","null","Travis Coons","K","FA","K","FA","-108.7393","48.2894","null","196","1211","35","null","null","21.2753","150.77","1060.23","0.525","83.2909","0","8.8059","3",
"81306","null","Brandon Tate","WR","FA","WR","FA","-108.7483","13.5181","null","null","1212","159","null","null","0.4938","150.95","1061.05","0.5","17.5613","7.94","3.6389","null",
"2534830","null","Tavon Wilson","DB","DET","DB","DET","-108.8437","15.525","null","null","1213","221","null","null","0.3866","null","null","0","19.4432","10.15","null","null",
"2552660","null","Randall Telfer","TE","CLE","TE","CLE","-109.0026","4.1559","null","null","1214","105","null","null","0.0882","160.495","1053.505","0.6667","10.0442","0","5.0688","null",
"2543727","null","Lamin Barrow","LB","CHI","LB","CHI","-109.0316","7.45","null","null","1215","215","null","null","0.375","null","null","null","7.45","7.45","null","null",
"71435","null","John Phillips","TE","DEN","TE","DEN","-109.0621","4.0964","null","null","1216","106","null","null","0.1269","160.48","1055.52","0.5","6.1935","1","3.1561","null",
"2541151","null","Zach Sudfeld","TE","FA","TE","FA","-109.1194","4.0391","null","null","1217","107","null","null","0.2813","150.99","1066.01","0","6.8609","0","4.0523","null",
"2531049","null","Chris Matthews","WR","BAL","WR","BAL","-109.1749","13.0916","null","null","1218","160","null","null","0.2171","150.96","1067.04","null","28.5615","0","9.4073","null",
"2534741","null","Keith Tandy","DB","TB","DB","TB","-109.1919","15.1769","null","null","1219","222","null","null","0.0795","170","1049","0","16.1441","13.85","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","-109.2587","3.8998","null","null","1220","108","null","null","0.3204","160.495","1059.505","0","7.4896","0","3.6888","null",
"2541837","null","Demontre Hurst","DB","CHI","DB","CHI","-109.2688","15.1","null","null","1221","223","null","null","0.2276","null","null","null","15.1","15.1","null","null",
"2543582","null","Keith Reaser","DB","SF","DB","SF","-109.2739","15.0948","null","null","1222","224","null","null","0.4944","null","null","null","23.2919","3.85","null","null",
"2555413","null","Trevor Davis","WR","GB","WR","GB","-109.3095","12.9569","null","null","1223","161","null","null","0.2395","160.49","1062.51","0.3333","25.7158","1.6177","3.5811","null",
"2553489","null","Zaire Anderson","LB","DEN","LB","DEN","-109.3316","7.15","null","null","1224","216","null","null","0.225","null","null","1","7.15","7.15","null","null",
"2556214","null","Tyreek Hill","WR","KC","WR","KC","-109.4745","12.7919","null","null","1225","162","null","null","0.1876","160.485","1064.515","0.3333","25.1317","0.8832","3.8623","null",
"2507838","null","Dane Fletcher","LB","NE","LB","NE","-109.4816","7","null","null","1226","217","null","null","0.175","null","null","null","7","7","null","null",
"497256","null","Tony Moeaki","TE","FA","TE","FA","-109.5427","3.6157","null","null","1227","109","null","null","0.1251","150.98","1076.02","0","5.7494","0","3.5974","null",
"2540203","null","Levine Toilolo","TE","ATL","TE","ATL","-109.6153","3.5432","null","null","1228","110","null","null","0.3141","160.49","1067.51","0.5","7.031","0","2.5094","null",
"2543638","null","DeAnthony Thomas","WR","KC","WR","KC","-109.6235","12.643","null","null","1229","163","null","null","0.1188","160.425","1068.575","1","26.2914","0","4.8279","null",
"2553441","null","David Mayo","LB","CAR","LB","CAR","-109.6316","6.85","null","null","1230","218","null","null","0.325","null","null","null","6.85","6.85","null","null",
"496915","null","Kavell Conner","LB","FA","LB","FA","-109.6816","6.8","null","null","1231","219","null","null","0.6056","null","null","null","6.8","6.8","null","null",
"2553621","null","Lucky Whitehead","WR","DAL","WR","DAL","-109.7007","12.5658","null","null","1232","164","null","null","0.2499","160.41","1071.59","1.0733","13.8473","9.33","2.3724","null",
"2499276","null","Jimmy Wilson","DB","CIN","DB","CIN","-109.7188","14.65","null","null","1233","225","null","null","0.1217","170","1063","0","14.65","14.65","null","null",
"2534241","null","Derek Carrier","TE","WAS","TE","WAS","-109.7204","3.4381","null","null","1234","111","null","null","0.4304","160.49","1073.51","0.5","7.0229","-0.1349","4.2124","null",
"2532900","null","Keshawn Martin","WR","FA","WR","FA","-109.7839","12.4826","null","null","1235","165","null","null","0.3831","150.95","1084.05","0.5","18.2758","4.49","4.3627","null",
"2540199","null","Tharold Simon","DB","SEA","DB","SEA","-109.8179","14.5508","null","null","1236","226","null","null","0.1729","null","null","2","25.1578","0","null","null",
"80658","null","Keenan Lewis","DB","FA","DB","FA","-109.8629","14.5058","null","null","1237","227","null","null","0.3308","null","null","0","25.08","0","null","null",
"2555362","null","Aaron Burbridge","WR","SF","WR","SF","-110.1174","12.1491","null","null","1238","166","null","null","0.101","150.99","1087.01","0.5","19.6419","0","6.1147","null",
"2540287","null","Rontez Miles","DB","NYJ","DB","NYJ","-110.1188","14.25","null","null","1239","228","null","null","0.3251","null","null","null","14.25","14.25","null","null",
"2552403","null","Nick OLeary","TE","BUF","TE","BUF","-110.1384","3.0201","null","null","1240","112","null","null","0.0444","160.495","1079.505","0.3333","4.8364","0.42","3.0642","null",
"2552396","null","Ben Koyack","TE","JAC","TE","JAC","-110.1632","2.9953","null","null","1241","113","null","null","0.1432","160.5","1080.5","0","4.8061","0","3.2848","null",
"79589","null","David Johnson","TE","PIT","TE","PIT","-110.2024","2.956","null","null","1242","114","null","null","0.2182","160.475","1081.525","0.9","4.4436","0","3.6005","null",
"2495192","null","Greg Little","WR","FA","WR","FA","-110.2167","12.0498","null","null","1243","167","null","null","0.0089","150.99","1092.01","1","20.7838","0","5.3384","null",
"2540145","null","Cordarrelle Patterson","WR","MIN","WR","MIN","-110.2201","12.0463","null","null","1244","168","null","null","0.0366","160.415","1083.585","0.4333","23.4675","2.72","4.9054","null",
"2552413","null","Dres Anderson","WR","SF","WR","SF","-110.231","12.0355","null","null","1245","169","null","null","0.3995","null","null","null","14.4169","8.75","3.1814","null",
"2553610","null","John Timu","LB","FA","LB","FA","-110.2316","6.25","null","null","1246","220","null","null","0.2556","null","null","1","6.25","6.25","null","null",
"2532868","null","Duke Ihenacho","DB","WAS","DB","WAS","-110.2688","14.1","null","null","1247","229","null","null","0.4751","null","null","0","14.1","14.1","null","null",
"2540157","null","Stedman Bailey","WR","LA","WR","LA","-110.2825","11.984","null","null","1248","170","null","null","0.757","150.98","1097.02","0","24.3462","0","5.9369","null",
"2543738","null","Kareem Martin","LB","ARI","LB","ARI","-110.3429","6.1387","null","null","1249","221","null","null","0.3137","null","null","null","8.1716","3.35","null","null",
"2551359","null","Jerome Cunningham","TE","FA","TE","FA","-110.4102","2.7482","null","null","1250","115","null","null","0.1326","150.98","1099.02","null","4.1369","0","3.51","null",
"2550355","null","Nic Jacobs","TE","FA","TE","FA","-110.4311","2.7274","null","null","1251","116","null","null","0.5729","150.98","1100.02","null","4.9244","0","3.3388","null",
"2535708","null","Lance Dunbar","RB","DAL","RB","DAL","-110.4502","20.6886","null","218.2","1252","96","null","null","0.5463","160.445","1091.555","0.6667","38.637","0","6.4071","null",
"2543473","null","Justin Gilbert","DB","PIT","DB","PIT","-110.6189","13.7499","null","null","1253","230","null","null","0.2999","170","1083","0","21.9141","2.55","null","null",
"2552684","null","Mark Nzeocha","LB","DAL","LB","DAL","-110.6316","5.85","null","null","1254","222","null","null","0.125","170","1084","0","5.85","5.85","null","null",
"2540259","null","MarQueis Gray","TE","MIA","TE","MIA","-110.6546","2.5039","null","null","1255","117","null","null","0.712","160.495","1094.505","0.5","4.7298","0","3.2096","null",
"2495164","null","Mark Herzlich","LB","NYG","LB","NYG","-110.6816","5.8","null","null","1256","223","null","null","0.4025","null","null","null","5.8","5.8","null","null",
"2495472","null","Jordan Todman","RB","IND","RB","IND","-110.7786","20.3601","null","null","1257","97","null","null","0.5219","160.495","1096.505","0","32.4863","0","5.2449","null",
"2507683","null","Marcus Benard","LB","ARI","LB","ARI","-110.8316","5.65","null","null","1258","224","null","null","0.5275","null","null","null","5.65","5.65","null","null",
"494309","null","Darrell Stuckey","DB","SD","DB","SD","-110.8688","13.5","null","null","1259","231","null","null","0.1206","170","1089","0","13.5","13.5","null","null",
"2552448","null","Trae Waynes","DB","MIN","DB","MIN","-110.9688","13.4","null","null","1260","232","null","null","0.1456","170","1090","0","13.4","13.4","null","null",
"2553606","null","Jordan Taylor","WR","DEN","WR","DEN","-110.9785","11.288","null","null","1261","171","null","null","0.168","160.485","1100.515","0.3333","24.6266","0","8.3144","null",
"2507253","null","Alan Ball","DB","ARI","DB","ARI","-111.0099","13.3589","null","null","1262","233","null","null","0.4339","null","null","null","23.097","0","null","null",
"2556785","null","Paul Turner","WR","PHI","WR","PHI","-111.1005","11.166","null","null","1263","172","null","null","0.1005","150.98","1112.02","0","24.322","0","6.335","null",
"2555478","null","Demarcus Robinson","WR","KC","WR","KC","-111.1924","11.0741","null","null","1264","173","null","null","0.1787","160.495","1103.505","0.6667","20.1464","-0.2","7.9707","null",
"2532930","null","DeVier Posey","WR","FA","WR","FA","-111.2095","11.0569","null","null","1265","174","null","null","0.4098","150.99","1114.01","null","19.0713","0","7.2195","null",
"2555227","null","Jonathan Williams","RB","BUF","RB","BUF","-111.2143","19.9245","null","229.6","1266","98","null","null","0.1937","160.475","1105.525","2.7367","42.3046","0.8","7.2696","null",
"2553637","null","Justin Coleman","DB","NE","DB","NE","-111.2188","13.15","null","null","1267","234","null","null","0.475","170","1097","0","13.15","13.15","null","null",
"100029","null","49ers","DST","SF","DST","SF","-111.2222","82.8142","null","249.5","1268","32","null","null","null","168.4033","1099.5967","0.63","98.6265","49.55","8.6231","2",
"2555256","null","Jordan Jenkins","LB","NYJ","LB","NYJ","-111.3367","5.145","null","null","1269","225","null","null","0.095","null","null","0","5.1778","5.1","null","null",
"2541512","null","Brian Leonhardt","TE","OAK","TE","OAK","-111.3533","1.8052","null","null","1270","118","null","null","0.1488","150.99","1119.01","null","3.1137","0","3.2819","null",
"2535535","null","Phillip Supernaw","TE","TEN","TE","TEN","-111.38","1.7785","null","null","1271","119","null","null","0.2781","160.49","1110.51","1","4.6107","0","3.2331","null",
"2533459","null","Nate Stupar","LB","ATL","LB","ATL","-111.3816","5.1","null","null","1272","226","null","null","0.125","null","null","null","5.1","5.1","null","null",
