Player,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,TT,Sck,FumF,FumR,Int,IntTD,FumTD,FFPts
Nick Boyle,BAL,TE,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jeff Heuerman,DEN,TE,Hou,W 27-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darren Waller,BAL,TE,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Busta Anderson,SFO,TE,TB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ben Koyack,JAC,TE,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kennard Backman,GNB,TE,Chi,W 26-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Maxx Williams,BAL,TE,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
A.J. Derby,DEN,TE,Hou,W 27-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Geoff Swaim,DAL,TE,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
E.J. Bibbs,CLE,TE,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jerome Cunningham,TEN,TE,Ind,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Wes Saxton,NYJ,TE,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Seth DeValve,CLE,TE,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Temarrick Hemingway,LAR,TE,NYG,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jerell Adams,NYG,TE,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
David Morgan II,MIN,TE,@Phi,L 10-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dan Vitale,CLE,TE,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Rico Darnell Gathers,DAL,TE,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Thomas Duarte,MIA,TE,Buf,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Beau Sandland,CAR,TE,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Ben Braunecker,CHI,TE,@GB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt LaCosse,NYG,TE,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Anthony Denham,HOU,TE,@Den,L 9-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bryce Williams,NWE,TE,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Alan Cross,TAM,TE,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Braedon Bowman,NYJ,TE,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brian Parker,NYJ,TE,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dillon Gordon,PHI,TE,Min,W 21-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joshua Perkins,ATL,TE,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ross Travis,KAN,TE,NO,W 27-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Scott Simonson,CAR,TE,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Broncos,DEN,DST,Hou,W 27-9,,,,1.1,,,,,,,,,,,,0.0,3.3,0.9,0.4,1.1,0.1,0.0,10.7
Ravens,BAL,DST,@NYJ,L 16-24,,,,1.4,,,,,,,,,,,,0.0,3.2,1.1,0.6,1.4,0.1,0.0,10.6
Giants,NYG,DST,@LA,W 17-10,,,,1.1,,,,,,,,,,,,0.0,2.6,1.3,0.7,1.1,0.1,0.0,10.5
Cowboys,DAL,DST,** BYE **,0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
Panthers,CAR,DST,** BYE **,0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
Patriots,NWE,DST,@Pit,W 27-16,,,,1.7,,,,,,,,,,,,0.0,2.8,0.8,0.4,1.7,0.1,0.1,8.3
Seahawks,SEA,DST,@Ari,T 6-6,,,,1.3,,,,,,,,,,,,0.0,2.9,1.2,0.6,1.3,0.1,0.0,8.2
Raiders,OAK,DST,@Jax,W 33-16,,,,1.4,,,,,,,,,,,,0.0,3.4,1.4,0.7,1.4,0.1,0.1,8.1
Bills,BUF,DST,@Mia,L 25-28,,,,1.1,,,,,,,,,,,,0.0,3.2,1.0,0.5,1.1,0.1,0.1,8.0
Bengals,CIN,DST,Cle,W 31-17,,,,1.2,,,,,,,,,,,,0.0,3.3,0.9,0.4,1.2,0.1,0.0,7.9
Vikings,MIN,DST,@Phi,L 10-21,,,,0.9,,,,,,,,,,,,0.0,3.5,1.2,0.6,0.9,0.1,0.0,7.9
Cardinals,ARI,DST,Sea,T 6-6,,,,0.9,,,,,,,,,,,,0.0,3.6,0.9,0.4,0.9,0.1,0.1,7.8
Buccaneers,TAM,DST,@SF,W 34-17,,,,0.9,,,,,,,,,,,,0.0,3.1,1.1,0.6,0.9,0.1,0.1,7.7
Jets,NYJ,DST,Bal,W 24-16,,,,1.3,,,,,,,,,,,,0.0,3.0,1.4,0.7,1.3,0.1,0.1,7.5
Rams,LAR,DST,NYG,L 10-17,,,,0.9,,,,,,,,,,,,0.0,3.1,1.2,0.6,0.9,0.1,0.1,7.3
Jaguars,JAC,DST,Oak,L 16-33,,,,1.1,,,,,,,,,,,,0.0,2.1,1.3,0.6,1.1,0.1,0.0,7.1
Texans,HOU,DST,@Den,L 9-27,,,,1.0,,,,,,,,,,,,0.0,2.5,0.9,0.5,1.0,0.1,0.0,6.9
Falcons,ATL,DST,SD,L 30-33,,,,1.2,,,,,,,,,,,,0.0,2.7,1.3,0.7,1.2,0.1,0.0,6.8
Bears,CHI,DST,@GB,L 10-26,,,,0.7,,,,,,,,,,,,0.0,2.9,1.0,0.5,0.7,0.1,0.0,6.7
Titans,TEN,DST,Ind,L 26-34,,,,1.3,,,,,,,,,,,,0.0,2.7,1.0,0.5,1.3,0.1,0.1,6.5
Packers,GNB,DST,Chi,W 26-10,,,,1.1,,,,,,,,,,,,0.0,2.6,1.3,0.6,1.1,0.1,0.0,6.4
Colts,IND,DST,@Ten,W 34-26,,,,0.9,,,,,,,,,,,,0.0,2.8,1.3,0.7,0.9,0.1,0.0,6.3
Lions,DET,DST,Wsh,W 20-17,,,,0.9,,,,,,,,,,,,0.0,2.4,1.6,0.8,0.9,0.1,0.0,6.3
Eagles,PHI,DST,Min,W 21-10,,,,0.8,,,,,,,,,,,,0.0,2.1,1.1,0.6,0.8,0.1,0.0,6.2
49ers,SFO,DST,TB,L 17-34,,,,1.1,,,,,,,,,,,,0.0,2.6,0.9,0.5,1.1,0.1,0.1,6.2
Chiefs,KAN,DST,NO,W 27-21,,,,1.2,,,,,,,,,,,,0.0,2.3,0.9,0.4,1.2,0.1,0.0,6.1
Dolphins,MIA,DST,Buf,W 28-25,,,,0.8,,,,,,,,,,,,0.0,2.9,1.1,0.6,0.8,0.1,0.1,6.0
Redskins,WAS,DST,@Det,L 17-20,,,,0.8,,,,,,,,,,,,0.0,2.6,0.8,0.4,0.8,0.1,0.0,5.3
Chargers,SDG,DST,@Atl,W 33-30,,,,1.0,,,,,,,,,,,,0.0,2.4,1.2,0.6,1.0,0.1,0.0,5.1
Browns,CLE,DST,@Cin,L 17-31,,,,0.7,,,,,,,,,,,,0.0,2.3,1.0,0.5,0.7,0.1,0.1,4.8
Steelers,PIT,DST,NE,L 16-27,,,,0.9,,,,,,,,,,,,0.0,2.5,0.9,0.5,0.9,0.1,0.0,4.8
Saints,NOR,DST,@KC,L 21-27,,,,0.6,,,,,,,,,,,,0.0,3.3,1.0,0.5,0.6,0.1,0.0,4.0
Matt Bryant,ATL,K,SD,L 30-33,,,,,,,,,,,1.2/1.2,0.5/0.7,0/0,2/2.2,3.5/3.6,,,,,,,,10.1
Stephen Gostkowski,NWE,K,@Pit,W 27-16,,,,,,,,,,,1.1/1.1,0.5/0.6,0/0,1.9/2.1,3/3,,,,,,,,9.3
Mike Nugent,CIN,K,Cle,W 31-17,,,,,,,,,,,1.2/1.3,0.5/0.7,0/0,1.9/2.4,2.7/2.9,,,,,,,,9.0
Matt Prater,DET,K,Wsh,W 20-17,,,,,,,,,,,1.1/1.1,0.5/0.6,0/0,1.9/2.1,2.6/2.6,,,,,,,,8.9
Cairo Santos,KAN,K,NO,W 27-21,,,,,,,,,,,1.2/1.3,0.5/0.7,0/0,1.9/2.3,2.6/2.9,,,,,,,,8.9
Jason Myers,JAC,K,Oak,L 16-33,,,,,,,,,,,1.1/1.2,0.5/0.7,0/0,1.9/2.2,2.7/3,,,,,,,,8.9
Adam Vinatieri,IND,K,@Ten,W 34-26,,,,,,,,,,,1.1/1.2,0.5/0.6,0/0,1.9/2.1,2.3/2.4,,,,,,,,8.8
Dustin Hopkins,WAS,K,@Det,L 17-20,,,,,,,,,,,1.1/1.2,0.5/0.7,0/0,1.9/2.2,2.5/2.7,,,,,,,,8.7
Josh Lambo,SDG,K,@Atl,W 33-30,,,,,,,,,,,1.1/1.2,0.5/0.6,0/0,1.8/2.1,2.8/3,,,,,,,,8.6
Mason Crosby,GNB,K,Chi,W 26-10,,,,,,,,,,,1/1.1,0.5/0.6,0/0,1.7/2,2.8/2.9,,,,,,,,8.5
Dan Carpenter,BUF,K,@Mia,L 25-28,,,,,,,,,,,1/1,0.4/0.6,0/0,1.6/1.9,2.6/2.8,,,,,,,,7.9
Blair Walsh,MIN,K,@Phi,L 10-21,,,,,,,,,,,1.1/1.2,0.5/0.6,0/0,1.8/2.2,1.7/1.8,,,,,,,,7.9
Sebastian Janikowski,OAK,K,@Jax,W 33-16,,,,,,,,,,,0.9/1,0.4/0.6,0/0,1.5/1.8,2.8/3.1,,,,,,,,7.8
Phil Dawson,SFO,K,TB,L 17-34,,,,,,,,,,,0.9/1,0.4/0.5,0/0,1.5/1.8,2.7/2.8,,,,,,,,7.8
Roberto Aguayo,TAM,K,@SF,W 34-17,,,,,,,,,,,1/1.1,0.4/0.6,0/0,1.6/1.9,2.5/2.7,,,,,,,,7.8
Justin Tucker,BAL,K,@NYJ,L 16-24,,,,,,,,,,,1/1.1,0.5/0.6,0/0,1.7/2,2.1/2.2,,,,,,,,7.7
Steven Hauschka,SEA,K,@Ari,T 6-6,,,,,,,,,,,1/1,0.5/0.5,0/0,1.6/1.8,2/2.1,,,,,,,,7.5
Brandon McManus,DEN,K,Hou,W 27-9,,,,,,,,,,,1/1.1,0.5/0.6,0/0,1.6/2,2/2.1,,,,,,,,7.4
Robbie Gould,NYG,K,@LA,W 17-10,,,,,,,,,,,1/1,0.4/0.6,0/0,1.6/1.9,2/2.1,,,,,,,,7.2
Ryan Succop,TEN,K,Ind,L 26-34,,,,,,,,,,,0.8/0.9,0.4/0.5,0/0,1.4/1.7,2.6/2.8,,,,,,,,7.1
Chris Boswell,PIT,K,NE,L 16-27,,,,,,,,,,,1/1,0.4/0.6,0/0,1.6/1.9,1.9/2,,,,,,,,7.0
Nick Folk,NYJ,K,Bal,W 24-16,,,,,,,,,,,1/1.1,0.4/0.6,0/0,1.6/2,1.8/2,,,,,,,,7.0
Wil Lutz,NOR,K,@KC,L 21-27,,,,,,,,,,,0.8/0.9,0.4/0.5,0/0,1.4/1.6,2.6/2.8,,,,,,,,7.0
Chandler Catanzaro,ARI,K,Sea,T 6-6,,,,,,,,,,,0.9/1,0.4/0.5,0/0,1.5/1.7,2.2/2.3,,,,,,,,7.0
Cody Parkey,CLE,K,@Cin,L 17-31,,,,,,,,,,,0.9/1,0.4/0.6,0/0,1.5/1.9,1.8/1.9,,,,,,,,6.9
Caleb Sturgis,PHI,K,Min,W 21-10,,,,,,,,,,,0.9/1.1,0.4/0.6,0/0,1.5/1.9,1.8/2,,,,,,,,6.8
Connor Barth,CHI,K,@GB,L 10-26,,,,,,,,,,,0.9/1,0.4/0.5,0/0,1.4/1.7,1.8/2,,,,,,,,6.5
Nick Novak,HOU,K,@Den,L 9-27,,,,,,,,,,,0.9/0.9,0.4/0.5,0/0,1.4/1.7,1.6/1.6,,,,,,,,6.4
Andrew Franks,MIA,K,Buf,W 28-25,,,,,,,,,,,0.8/0.9,0.4/0.5,0/0,1.3/1.6,1.9/2.1,,,,,,,,6.2
Greg Zuerlein,LAR,K,NYG,L 10-17,,,,,,,,,,,0.8/0.9,0.4/0.5,0/0,1.3/1.7,1.5/1.8,,,,,,,,5.7
Jay Feely,FA,K,** BYE **,0/0,,,,,,,,,,,0/0,0/0,0/0,0/0,,,,,,,,,
Shayne Graham,ATL,K,SD,L 30-33,,,,,,,,,,,0/0,0/0,0/0,0/0,0/0,,,,,,,,0.0
Billy Cundiff,CLE,K,@Cin,L 17-31,,,,,,,,,,,0/0,0/0,0/0,0/0,0/0,,,,,,,,0.0
Josh Brown,NYG,K,@LA,W 17-10,,,,,,,,,,,0/0,0/0,0/0,0/0,0/0,,,,,,,,0.0
Josh Scobee,NOR,K,@KC,L 21-27,,,,,,,,,,,0/0,0/0,0/0,0/0,0/0,,,,,,,,0.0
Shaun Suisham,PIT,K,NE,L 16-27,,,,,,,,,,,0/0,0/0,0/0,0/0,0/0,,,,,,,,0.0
Garrett Hartley,PIT,K,NE,L 16-27,,,,,,,,,,,0/0,0/0,0/0,0/0,0/0,,,,,,,,0.0
Graham Gano,CAR,K,** BYE **,0/0,,,,,,,,,,,0/0,0/0,0/0,0/0,,,,,,,,,
Alex Henery,FA,K,** BYE **,0/0,,,,,,,,,,,0/0,0/0,0/0,0/0,,,,,,,,,
Dan Bailey,DAL,K,** BYE **,0/0,,,,,,,,,,,0/0,0/0,0/0,0/0,,,,,,,,,
Kai Forbath,NOR,K,@KC,L 21-27,,,,,,,,,,,0/0,0/0,0/0,0/0,0/0,,,,,,,,0.0
Randy Bullock,NYG,K,@LA,W 17-10,,,,,,,,,,,0/0,0/0,0/0,0/0,0/0,,,,,,,,0.0
Brandon Bogotay,TAM,K,@SF,W 34-17,,,,,,,,,,,0/0,0/0,0/0,0/0,0/0,,,,,,,,0.0
Zach Hocker,CIN,K,Cle,W 31-17,,,,,,,,,,,0/0,0/0,0/0,0/0,0/0,,,,,,,,0.0
Travis Coons,CLE,K,@Cin,L 17-31,,,,,,,,,,,0/0,0/0,0/0,0/0,0/0,,,,,,,,0.0
Patrick Murray,CLE,K,@Cin,L 17-31,,,,,,,,,,,0/0,0/0,0/0,0/0,0/0,,,,,,,,0.0
Jordan Gay,BUF,K,@Mia,L 25-28,,,,,,,,,,,0/0,0/0,0/0,0/0,0/0,,,,,,,,0.0
Kyle Brindza,NYJ,K,Bal,W 24-16,,,,,,,,,,,0/0,0/0,0/0,0/0,0/0,,,,,,,,0.0
